index,followers,connections,time_spent,content_links,media_type,num_hashtags,hashtag_followers,hashtags,reactions,comments,views,content,label
4740,9308.0,500+,1 year ago,"[['https://www.linkedin.com/in/ACoAAACg5EYBmltUe4J9i4TqdDJrQHu5ryMEQ7U', 'Jan Schalkwijk, CFA'], ['https://www.linkedin.com/company/jps-global-investments/', 'JPS Global Investments']]",article,0,0,[],5,0,,"Our next Virtual Office Hour is scheduled for October 23rd with  Jan Schalkwijk, CFA  from  JPS Global Investments , an independent firm and understands the value of financial freedom and the entrepreneurial spirit ⚡️ Jan will share insight into how many business owners wait until they’ve “made it” before getting their financial plan in order. (You don't want to do this!) You'll find out... ❗️The top 3 pieces of the financial planning puzzle you should put in place ❗️Actions to take at various age stages to plan effectively ❗️How to tailor your investment portfolio to your values without sacrificing returns Space is limited! Grab your seat before it's gone 👇🏽 
 
 
 …see more",Others
4741,9308.0,500+,1 year ago,"[['https://www.linkedin.com/company/foundertherapy/', 'FounderTherapy'], ['https://www.linkedin.com/in/ACoAAAAzy88BiUlOS6EjeZgUThyPaIDlKmnHjEs', 'Brian Tait'], ['https://www.linkedin.com/in/ACoAAAAAcNMBsqXNalfazpssyvMMFhjFQTz9lzo', 'Dana Spiegel'], ['https://www.linkedin.com/feed/hashtag/?keywords=strideon&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6582657388321533952', '#StrideOn']]",image,1,0,"[['#StrideOn', 'https://www.linkedin.com/feed/hashtag/?keywords=strideon&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6582657388321533952']]",22,2,,"We are so excited to be supporting the bookkeeping and accounting needs for  FounderTherapy , a company that provides transitional technical and product leadership to non-technical, domain expert founders.  Brian Tait  and  Dana Spiegel  have created a very special organization, purpose built to help entrepreneurs translate their vision into product.  We are thrilled to be supporting them and their team and we look forward to the growth ahead.   #StrideOn 
 
 
 …see more",Others
4767,9308.0,500+,2 years ago,"[['https://www.linkedin.com/company/hellostride/', 'Stride']]",article,0,0,[],2,0,,"One of the best ways to work ""on your business"" is to manage an effective strategic offsite so that your team can execute with clear objectives and you not get pulled back ""in your business"".  Join me tomorrow when I discuss the strategies for running a Killer Offsite and freeing yourself as a business leader to stay in your genius zone.  Register for  Stride  Virtual Office Hours here.  Only 6 spots remaining.  60 minutes only. 
 
 
 …see more",Others
4777,9308.0,500+,2 years ago,"[['http://www.stride.services', 'www.stride.services'], ['https://www.linkedin.com/in/ACoAAAAzdfoBYQgCu6JgOzZN0z8o0gu81kKfoF0', 'Nitya Kirat'], ['https://lnkd.in/eUBvCvZ', 'https://lnkd.in/eUBvCvZ']]",image,0,0,[],8,0,,"It's On.  Stride ( www.stride.services ) is hosting its first Virtual Office Hours of the year with  Nitya Kirat  talking about crushing first quarter sales.  A few spots left.  It's tomorrow, 1/8, at 8:30am PT / 10:30am CT.  Don't miss it.  Register here:   https://lnkd.in/eUBvCvZ 
 
 
 …see more",Others
4842,18289351.0,,6 days ago,"[['https://virg.in/9wG', 'https://virg.in/9wG']]",image,0,0,[],1502,90,,"If you’re looking for something to watch, this mini-series will really pull at your heartstrings  https://virg.in/9wG",Others
4857,18289351.0,,2 weeks ago,"[['https://www.linkedin.com/company/virgin-money/', 'Virgin Money'], ['https://virg.in/jR9', 'https://virg.in/jR9']]",article,0,0,[],1063,46,,We have a proud history of breaking world records – great to see  Virgin Money  London Marathon breaking another one  https://virg.in/jR9,Others
4874,18289351.0,,1 month ago,"[['https://virg.in/jhx', 'https://virg.in/jhx']]",image,0,0,[],17787,1649,,"Embracing violence, the big lie of a “stolen election”, recklessly spreading misinformation and conspiracy theories: these actions reject everything that truly makes societies and nations great, like tolerance, diversity, compassion and solidarity. But I refuse to believe that these challenges cannot be overcome.  America’s best days can be ahead, projecting a resilient and unwavering democracy whose enduring principles, strong institutions and moral authority can once again be an inspiration for those struggling for human rights, equality, and the rule of law elsewhere in the world.  Here are my thoughts on America:  https://virg.in/jhx 
 
 
 …see more",Others
4884,18289351.0,,1 month ago,[],article,0,0,[],5196,263,,Eight social enterprises doing brilliant work giving ex-offenders a second chance:,Others
4899,18289351.0,,2 months ago,"[['https://virg.in/RKE', 'https://virg.in/RKE'], ['https://www.linkedin.com/company/literati/', 'Literati']]",article,0,0,[],5300,248,,"Adam Grant: The more ideas you generate, the more likely you will stumble across a good one:  https://virg.in/RKE   Literati",Others
4911,18289351.0,,2 months ago,"[['https://virg.in/REX', 'https://virg.in/REX'], ['https://www.linkedin.com/feed/hashtag/?keywords=virginfamily&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6744644257124089856', '#VirginFamily'], ['https://www.linkedin.com/company/virgin-money-uk-plc/', 'Virgin Money UK PLC']]",article,1,0,"[['#VirginFamily', 'https://www.linkedin.com/feed/hashtag/?keywords=virginfamily&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6744644257124089856']]",1364,87,,"Are you a young change maker with a brilliant idea to create change in your community? The Virgin Money Foundation’s Young Change Makers Fellowship Programme is giving young people the funding, mentoring and leadership development they need to create change in the communities that need it most:  https://virg.in/REX   #VirginFamily   Virgin Money UK PLC 
 
 
 …see more",Others
4950,18289351.0,,2 months ago,"[['https://virg.in/RcS', 'https://virg.in/RcS'], ['https://www.linkedin.com/feed/hashtag/?keywords=virginfamily&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6738168293535842304', '#VirginFamily']]",image,1,0,"[['#VirginFamily', 'https://www.linkedin.com/feed/hashtag/?keywords=virginfamily&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6738168293535842304']]",5600,174,,"Ideas aren’t always built in the boardroom, as Holly found out growing up alongside Virgin:  https://virg.in/RcS   #VirginFamily",Others
4976,18289351.0,,3 months ago,"[['https://lnkd.in/dMnRRpw', 'https://lnkd.in/dMnRRpw']]",article,0,0,[],940,39,,"As we’ve been discussing ocean protection at the Paris Peace Forum this week, I thought I’d reshare this episode of Earth Unscrewed which is a deep dive on ocean conservation and why it’s so important. Very interesting listen:  https://lnkd.in/dMnRRpw 
 
 
 …see more",Others
4984,18289351.0,,3 months ago,"[['https://www.linkedin.com/feed/hashtag/?keywords=highseas&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6731657911178723329', '#HighSeas'], ['https://lnkd.in/eBXncGp', 'https://lnkd.in/eBXncGp'], ['https://www.linkedin.com/feed/hashtag/?keywords=bbnj&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6731657911178723329', '#BBNJ']]",image,2,0,"[['#HighSeas', 'https://www.linkedin.com/feed/hashtag/?keywords=highseas&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6731657911178723329'], ['#BBNJ', 'https://www.linkedin.com/feed/hashtag/?keywords=bbnj&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6731657911178723329']]",2258,86,,Looking forward to joining the Paris Peace Forum next week talking about the  #HighSeas  Treaty negotiations and why it's so important to protect the ocean. Join us (register by Nov 10th):  https://lnkd.in/eBXncGp   #BBNJ,Events
4993,18289351.0,,3 months ago,"[['https://www.linkedin.com/company/gra%C3%A7a-machel-trust/', 'Graça Machel Trust'], ['https://www.linkedin.com/company/virgin-unite/', 'Virgin Unite']]",article,0,0,[],1041,44,,The  Graça Machel Trust  &  Virgin Unite  are proud to support women entrepreneurs across Africa. Read about their wonderful programme and the new digital offering here:,Professional Growth
5011,18289351.0,,3 months ago,"[['https://www.linkedin.com/feed/hashtag/?keywords=ccamlr&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6726892894336233472', '#CCAMLR'], ['https://www.linkedin.com/feed/hashtag/?keywords=antarctica2020&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6726892894336233472', '#Antarctica2020']]",article,2,0,"[['#CCAMLR', 'https://www.linkedin.com/feed/hashtag/?keywords=ccamlr&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6726892894336233472'], ['#Antarctica2020', 'https://www.linkedin.com/feed/hashtag/?keywords=antarctica2020&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6726892894336233472']]",1211,48,,2020 could bring one of the largest acts of environmental protection in history - protecting nearly 4 million sq km of Antarctica’s Southern Ocean   #CCAMLR   #Antarctica2020,Others
5031,18289351.0,,4 months ago,"[['https://virg.in/akJ', 'https://virg.in/akJ']]",image,0,0,[],4367,154,,"Like most things this year, the Strive Challenge is a rather different experience. This year it is a virtual challenge and the best thing about that is anyone can get involved and take part:  https://virg.in/akJ",Events
5038,18289351.0,,4 months ago,"[['https://virg.in/Ezh', 'https://virg.in/Ezh']]",image,0,0,[],5182,221,,Why optimism is one of the most important traits to have in business – especially right now:  https://virg.in/Ezh,Others
5065,18289351.0,,5 months ago,"[['https://www.linkedin.com/company/virgin-media/', 'Virgin Media'], ['https://virg.in/WDB', 'https://virg.in/WDB'], ['https://www.linkedin.com/feed/hashtag/?keywords=virginfamily&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6710574895228575744', '#VirginFamily']]",video,1,0,"[['#VirginFamily', 'https://www.linkedin.com/feed/hashtag/?keywords=virginfamily&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6710574895228575744']]",1791,98,,A brilliant new TV ad from  Virgin Media  takes a look at some of the new and wonderful ways of making connections in 2020. Here’s more about the campaign:  https://virg.in/WDB   #VirginFamily,Others
5067,18289351.0,,5 months ago,"[['http://Virgin.com', 'Virgin.com'], ['https://www.linkedin.com/company/virgin/', 'Virgin'], ['https://www.linkedin.com/company/virgin-unite/', 'Virgin Unite'], ['http://virgin.com', 'virgin.com']]",image,0,0,[],2186,72,,"Great to see the relaunched  Virgin.com  - the home of the  Virgin  Group, the family, and our non-profit foundation,  Virgin Unite . For the most up-to-date news, features and the best of the brand, you can find it on  virgin.com .",Interactive Promotions
5114,18289351.0,,7 months ago,"[['https://www.linkedin.com/company/virgin/', 'Virgin'], ['https://www.linkedin.com/feed/hashtag/?keywords=businessasunusual&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6687705769586003968', '#BusinessAsUnusual'], ['https://virg.in/GzJ', 'https://virg.in/GzJ'], ['https://www.linkedin.com/company/virgin-startup/', 'Virgin StartUp']]",article,1,0,"[['#BusinessAsUnusual', 'https://www.linkedin.com/feed/hashtag/?keywords=businessasunusual&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6687705769586003968']]",1331,49,,Interesting reading  Virgin ’s  #BusinessAsUnusual  series looking at how the pandemic has affected startups. This one’s on how By Ruby have kept up with demand:  https://virg.in/GzJ   Virgin StartUp,Others
5143,18289351.0,,8 months ago,"[['https://virg.in/psX', 'https://virg.in/psX'], ['https://www.linkedin.com/feed/hashtag/?keywords=blacklivesmatter&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6676143312946135040', '#BlackLivesMatter']]",image,1,0,"[['#BlackLivesMatter', 'https://www.linkedin.com/feed/hashtag/?keywords=blacklivesmatter&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6676143312946135040']]",21055,2533,,"Listening, learning and taking action: it should not have taken George Floyd’s death for white people to wake up to the reality of racism around us. It has been centuries in the making. I have always believed that businesses and leaders must be advocates for the common good and this is truer now than ever. Virgin Management has signed Business in the Community’s Race at Work Charter and committed to 5 important and long-term actions. Here are more of my thoughts on Black Lives Matter and the steps needed to create real change  https://virg.in/psX   #BlackLivesMatter 
 
 
 …see more",Educational Resources
5144,18289351.0,,9 months ago,"[['https://www.linkedin.com/company/virgin-unite/', 'Virgin Unite'], ['https://www.linkedin.com/company/the-bail-project/', 'The Bail Project'], ['https://virg.in/p3Y', 'https://virg.in/p3Y']]",image,0,0,[],28266,1162,,"“If you are neutral in situations of injustice, you have chosen the side of the oppressor.” – Archbishop Desmond Tutu. We stand in solidarity against racism and for racial justice.  Virgin Unite  are proud to support  The Bail Project  who are doing incredible work providing bail assistance for people in communities across the US, including those protesting right now. Black Lives Matter.  https://virg.in/p3Y 
 
 
 …see more",Others
5152,18289351.0,,10 months ago,"[['https://www.linkedin.com/company/virgin-galactic/', 'Virgin Galactic'], ['https://virg.in/qKw', 'https://virg.in/qKw']]",video,0,0,[],11628,714,,"Virgin Galactic ’s SpaceShipTwo has completed its first flight from Spaceport America. The flight marks the first time VSS Unity has flown freely in New Mexico and completes a vital milestone in its flight test program, moving the vehicle another step closer to entering commercial service  https://virg.in/qKw 
 
 
 …see more",Others
5164,18289351.0,,10 months ago,"[['https://virg.in/q5N', 'https://virg.in/q5N']]",image,0,0,[],39346,1889,,An open letter to our Virgin family. For 50 years I have been humbled by the incredible pride our people take in working for Virgin. Here are the facts about Virgin businesses:  https://virg.in/q5N,Others
5181,18289351.0,,1 year ago,"[['https://www.linkedin.com/feed/hashtag/?keywords=climate&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6642817480777613313', '#climate'], ['https://lnkd.in/e-EuTWB', 'https://lnkd.in/e-EuTWB']]",image,1,0,"[['#climate', 'https://www.linkedin.com/feed/hashtag/?keywords=climate&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6642817480777613313']]",1195,27,,Caribbean islands are providing bold solutions to the  #climate  crisis. It's great to see a transition to clean energy and a focus on building back better  https://lnkd.in/e-EuTWB,Others
5195,18289351.0,,1 year ago,"[['https://www.linkedin.com/company/virgin-startup/', 'Virgin StartUp'], ['https://virg.in/SQo', 'https://virg.in/SQo'], ['https://www.linkedin.com/feed/hashtag/?keywords=crowdfunding&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6640326060992937984', '#Crowdfunding'], ['https://www.linkedin.com/feed/hashtag/?keywords=crowdboost&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6640326060992937984', '#CrowdBoost']]",article,2,0,"[['#Crowdfunding', 'https://www.linkedin.com/feed/hashtag/?keywords=crowdfunding&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6640326060992937984'], ['#CrowdBoost', 'https://www.linkedin.com/feed/hashtag/?keywords=crowdboost&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6640326060992937984']]",2179,65,,Wonderful to see  Virgin StartUp  help entrepreneurs to scale their businesses:  https://virg.in/SQo   #Crowdfunding   #CrowdBoost,Others
5245,18289351.0,,1 year ago,"[['https://virg.in/52q', 'https://virg.in/52q'], ['https://www.linkedin.com/feed/hashtag/?keywords=kenya&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6635157010457341952', '#Kenya'], ['https://www.linkedin.com/company/virgin-limited-edition/', 'Virgin Limited Edition']]",image,1,0,"[['#Kenya', 'https://www.linkedin.com/feed/hashtag/?keywords=kenya&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6635157010457341952']]",8974,427,,Visiting Mahali Mzuri:  https://virg.in/52q   #Kenya   Virgin Limited Edition,Others
